id,track_name,artist_name,acousticness,danceability,energy,valence,instrumentalness,speechiness,tempo,loudness,mode,key,duration_ms,time_signature
5oZBSOg4nSCjT7CbYYtA3V,Heart of the Ocean,Purrple Cat,0.603,0.734,0.205,0.0591,0.854,0.0328,126.032,-16.14,0,4,175486,4
216ruuzu2ULb2fTWBzGtU0,Serendipity,Purrple Cat,0.881,0.602,0.311,0.173,0.876,0.0315,139.951,-16.478,1,8,168438,4
13TatPhVVge96X9j7EpipT,Lost Souls,Purrple Cat,0.335,0.728,0.412,0.273,0.901,0.0455,140.048,-11.811,0,4,153429,4
4y0EG79e59EungEu8BtSNS,Bookworm,Purrple Cat,0.913,0.613,0.375,0.27,0.855,0.0343,84.992,-15.919,1,3,193434,4
29YvA1wjc92GlIWOWCcfwM,There Was Nothing I Could Do,Purrple Cat,0.707,0.667,0.517,0.559,0.877,0.0321,119.986,-14.881,1,0,131596,4
4bs82CcIjaICCOqZ5yWWGY,Step Right Up,Purrple Cat,0.0615,0.743,0.542,0.41,0.887,0.0324,100.025,-10.107,0,11,159000,4
0HO5rciBtj6w87pplAfrh0,Timeless,Purrple Cat,0.913,0.701,0.268,0.228,0.886,0.0285,100.029,-13.627,1,1,189181,3
0ThWN9sKnat0kpY94YBPNS,Oddity,Purrple Cat,0.646,0.702,0.331,0.51,0.894,0.0337,126.007,-15.958,0,5,150774,4
1c4xmuIeHeA7PTy1dgdaEa,Another Dimension,Purrple Cat,0.555,0.772,0.335,0.553,0.94,0.0539,129.945,-13.831,1,7,119101,4
1MKe7Z8NJe6nKfKFMKTJMK,Tiny Ballerina,Purrple Cat,0.812,0.66,0.345,0.163,0.919,0.0654,155.964,-14.001,1,6,177700,4
31DdKvbyu5rJavWqqgJwdp,Through the Trees,Purrple Cat,0.928,0.725,0.111,0.0754,0.921,0.0542,99.992,-15.759,1,8,192312,4
2UWvAebbFizK4MSUpK1w4D,Emerald Falls,Purrple Cat,0.619,0.71,0.289,0.102,0.892,0.0345,110.016,-16.808,0,9,155239,4
6SdJngsTV1edhm35Ibaebq,Cave of Solace,Purrple Cat,0.434,0.638,0.405,0.521,0.886,0.0384,160.004,-13.126,0,7,180031,4
1ByJgfeY9GYlZFVmQv8GPf,Bubbles,Purrple Cat,0.794,0.629,0.385,0.416,0.956,0.0292,84.027,-12.881,1,0,171615,4
5bqVrg2eHIEbFpR8P2BJZz,Echoes of Yesterday,Purrple Cat,0.654,0.635,0.253,0.427,0.908,0.0411,126.0,-17.856,1,2,152669,4
2707TP51WOMvxEzH5N9EOk,Within,Purrple Cat,0.559,0.653,0.307,0.183,0.898,0.0322,100.472,-16.671,0,7,176875,3
3QcKpTxYTIPkUhCaWJZnVP,Kugelblitz,Purrple Cat,0.843,0.671,0.329,0.114,0.889,0.046,116.01,-16.798,0,0,165539,4
3tDr1GVYd2Ts3Gws2oLd3R,Questioning the Universe,Purrple Cat,0.039,0.725,0.234,0.714,0.435,0.0481,87.001,-16.027,1,5,178082,4
3AMtRzvGGmgjAU4nwGzkr4,Exhale,Purrple Cat,0.64,0.705,0.34,0.514,0.855,0.0296,130.067,-13.225,0,9,175721,4
7nK5K5zhNi9LlfHGqCOcNC,A Short Walk With You,Purrple Cat,0.329,0.696,0.424,0.264,0.957,0.0372,115.964,-11.74,1,0,91196,4
4wkgJ1CS9cWVqHkun5pMVH,Visions,Purrple Cat,0.747,0.73,0.262,0.232,0.836,0.0376,120.041,-13.946,0,9,161510,4
3SJ63JD5ZZRnduNNnAFfcz,Double Rainbow,Purrple Cat,0.243,0.61,0.36,0.0681,0.872,0.0329,132.067,-15.614,0,9,150919,4
2WZNaHfCEQqgYUf06VkXpv,Carving Canyons,Purrple Cat,0.333,0.695,0.315,0.32,0.856,0.0347,122.008,-15.282,1,2,155687,4
4l1J3AuaTK1wYwkvzZceYX,Lullaby,Purrple Cat,0.951,0.568,0.13,0.58,0.943,0.0302,130.104,-22.124,1,8,156221,3
5cTZOON9EFqF28nCuq7klU,Road Trip,Purrple Cat,0.838,0.702,0.184,0.178,0.841,0.0585,99.979,-14.761,0,9,117956,4
0g8zqzDHDE7aWrWgKcBdVl,Shelter,Purrple Cat,0.54,0.74,0.359,0.303,0.918,0.0345,119.99,-14.159,1,8,154229,4
3rR8vhDXfmSWrvEkEJtJtR,Forget-Me-Not,Purrple Cat,0.82,0.747,0.44,0.111,0.886,0.0393,120.154,-12.256,1,2,160510,3
1jbyJH1TY2Bt1zu2dY10lv,Long Day,Purrple Cat,0.784,0.709,0.124,0.465,0.879,0.0459,94.982,-21.884,1,4,185855,4
54fAiMsRP3JC8nmVBfAXvH,Reverie,Purrple Cat,0.525,0.537,0.334,0.0791,0.907,0.0337,180.019,-16.989,0,10,130681,1
6SpbYqOKxgTt63in066e4a,Exoplanet,Purrple Cat,0.744,0.692,0.143,0.059,0.868,0.0475,126.004,-13.542,0,4,145050,4
5UnqQSAVOCGKFra01giJ7b,Shipwreck Cove,Purrple Cat,0.703,0.643,0.176,0.125,0.892,0.0314,106.015,-19.852,0,1,165012,4
4tUpudBGo90zCYPNCzlpec,Space Pirates,Purrple Cat,0.721,0.428,0.321,0.129,0.807,0.0328,127.524,-13.897,0,7,140522,3
6AgyTXNwwpA90A3Ugxl9FM,It's Going to Be a Good Day,Purrple Cat,0.899,0.77,0.289,0.284,0.858,0.0757,119.995,-14.136,0,9,137505,4
5XQzy6jDqjd8mmtgr9X8zb,Underwater Cavern,Purrple Cat,0.803,0.594,0.139,0.0679,0.908,0.0272,81.987,-18.422,1,0,199771,4
35LGDpSggjBMwMwhXnGait,Wildflowers,Purrple Cat,0.607,0.639,0.29,0.107,0.873,0.0292,104.997,-17.704,0,9,133970,3
1ZHugQPOYVYZbfNXrZ27Qc,Happy,Purrple Cat,0.638,0.518,0.65,0.567,0.863,0.028,89.995,-9.348,1,9,150028,4
4AsdcIOi5Qnmsh57M9l3yi,Star Bright,Purrple Cat,0.32,0.815,0.257,0.599,0.814,0.0434,130.019,-14.254,1,11,149554,5
6BM4uzAzT6hoRZiUuDQiMr,Indigo Dreams,Purrple Cat,0.56,0.682,0.369,0.288,0.945,0.0341,110.034,-17.069,1,0,179466,4
5zx3xECrMwBhZuiFYlsycv,Ghost Town,Purrple Cat,0.663,0.835,0.21,0.379,0.882,0.0497,126.019,-14.004,0,9,188695,3
7BuHGYghASIz8WOfopDkfY,Opening the Window for Some Fresh Air,Purrple Cat,0.896,0.681,0.282,0.37,0.354,0.0534,97.992,-16.838,1,0,100338,4
18Nhts2XUieHI7Zqs5JaS5,Exploration,Purrple Cat,0.806,0.592,0.185,0.21,0.911,0.0285,97.548,-15.728,0,9,130163,3
65rnbH4n89iPaqNfGnMdFh,Rooftop Rendezvous,Purrple Cat,0.672,0.697,0.198,0.22,0.867,0.0336,119.993,-16.879,0,4,184260,4
3lPTtT3C4eeD9q7eiVZpj3,Treat Time,Purrple Cat,0.875,0.819,0.301,0.606,0.863,0.122,153.98,-10.908,1,0,128157,4
0yG21K3wEL2H3YLaDb3d3M,Reading During a Thunder Storm,Purrple Cat,0.901,0.634,0.36,0.122,0.901,0.042,119.932,-15.504,0,1,164442,4
5dh5byEvJ80sP6ZKIBgAyE,Running Late,Purrple Cat,0.392,0.643,0.404,0.218,0.879,0.0409,126.026,-13.99,0,9,155060,4
1kXj3w83skdTTxvj1RgeMB,Nocturne,Purrple Cat,0.637,0.6,0.24,0.33,0.844,0.0352,75.031,-16.752,0,9,182808,4
5f4LJ22FvM63eZ5abZ3FRe,Cloud 9,Purrple Cat,0.589,0.8,0.363,0.151,0.91,0.0472,129.981,-15.482,0,1,166625,4
0wFLn7pknxixuLLXyY3Oae,Tracks to Nowhere,Purrple Cat,0.707,0.44,0.337,0.0709,0.915,0.0342,180.03,-12.667,1,5,165354,4
1dJK9L7f6uvLo8qNKiefkL,Changes,Purrple Cat,0.734,0.574,0.443,0.117,0.852,0.0288,156.021,-12.778,0,10,195585,4
33dMN5f5LP0IxZJJJsNnH4,Dissipate,Purrple Cat,0.477,0.613,0.225,0.107,0.933,0.0325,115.987,-17.056,1,8,128599,4
5nnrRQRKXJydQLRbqgXlOY,Looking Up,Purrple Cat,0.785,0.587,0.219,0.297,0.914,0.0272,97.493,-17.753,1,0,162750,3
0Lt7pt6kzJK9cidEZLlp3B,Dream Machine,Purrple Cat,0.777,0.584,0.143,0.0712,0.907,0.0307,134.015,-14.903,1,5,147332,4
2wfe6bab4sXToLK2C61wG3,Muse,Purrple Cat,0.788,0.75,0.257,0.0855,0.87,0.0366,116.015,-16.015,0,0,184407,4
6fcA6Nz0Y52PnnaxO67RYg,Impact,Purrple Cat,0.628,0.717,0.314,0.183,0.863,0.0326,126.036,-14.698,1,7,145079,4
2Wz7s4QdIrE1uZU9CKpVBB,Wishes,Purrple Cat,0.545,0.649,0.198,0.459,0.853,0.0361,130.042,-14.539,1,3,195971,4
5SYsdIyfNfpOUcxrBuly8Q,This Feeling,Purrple Cat,0.422,0.785,0.394,0.37,0.873,0.0546,119.841,-15.846,0,9,166005,4
4eeCZlYrjUzySykBusineE,Starseed,Purrple Cat,0.873,0.643,0.154,0.0881,0.937,0.0295,115.029,-16.327,0,0,211489,3
4CbAvhRbdt2up0YZzTpbbG,Gentle Breeze,Purrple Cat,0.642,0.671,0.105,0.193,0.904,0.0328,90.009,-16.341,1,10,196674,4
5jzl92bIPo6ZFOUYDO12iC,Infinite,Purrple Cat,0.724,0.459,0.207,0.0715,0.912,0.0306,180.301,-14.129,0,1,195344,4
4T3i2PKPiBkNvPCgSKKdeL,Festival of Lights,Purrple Cat,0.509,0.541,0.394,0.0595,0.86,0.0291,148.135,-11.246,1,5,195439,4
1Lkarwy67yO3wBnJRuRzeV,Embrace,Purrple Cat,0.773,0.734,0.159,0.225,0.855,0.0417,118.022,-16.13,1,8,147433,4
7vmIYdLi2iVATL1ZvxM1Vc,UFO,Purrple Cat,0.341,0.673,0.409,0.584,0.822,0.0335,148.01,-13.651,0,9,188370,4
53nxoZXjM9ZNjKiBnb4ed0,Warm Horizon,Purrple Cat,0.773,0.797,0.294,0.392,0.891,0.0313,110.006,-12.292,0,0,175136,4
23R4jJasZ52idItLcMDH9C,Wispy Whiskers,Purrple Cat,0.865,0.729,0.335,0.193,0.868,0.0343,139.989,-13.426,1,5,150866,3
40FzIFUyPeZF6t63JabugX,Luminous,Purrple Cat,0.579,0.494,0.228,0.202,0.877,0.0275,88.495,-16.501,0,2,151557,3
1KUV8wltyekoGOpQzZYldh,Calm Waters,Purrple Cat,0.946,0.707,0.149,0.477,0.918,0.27,89.992,-15.842,1,7,129340,3
4YQn1SE88SpbIWOHBbrHFi,Through the Wormhole,Purrple Cat,0.862,0.555,0.171,0.049,0.926,0.0293,80.035,-18.625,1,1,126344,5
75dfsVbmQJ7GStI21kMCyk,On the Brink,Purrple Cat,0.465,0.676,0.494,0.185,0.853,0.0324,133.019,-13.481,0,5,161560,3
289O3yfkVC0vsXMz1yJYUH,Message From Home,Purrple Cat,0.819,0.697,0.282,0.0803,0.925,0.0282,130.001,-13.836,1,1,199673,4
1lL8pvstxPQzTMCOy7RIVP,Whispers in the Dark,Purrple Cat,0.936,0.291,0.197,0.328,0.796,0.0429,81.897,-20.658,1,8,174433,4
1XQ5IVFtjYd6bEdOFNJ7t5,Peace,Purrple Cat,0.669,0.46,0.102,0.0994,0.904,0.0354,109.953,-17.394,1,5,245466,4
7ibeGKsqx6lGdb7fxBrenB,Eerie Glow,Purrple Cat,0.539,0.627,0.432,0.315,0.892,0.0317,155.99,-13.407,0,8,148317,3
3Azz07skJNIAP3kDqZTSRG,Downpour,Purrple Cat,0.651,0.641,0.49,0.324,0.847,0.0454,147.984,-11.901,0,9,157103,4
2WJQNokWenFEAgcxDFgNqC,Fallen,Purrple Cat,0.459,0.789,0.264,0.118,0.877,0.0341,116.011,-16.634,1,0,198933,4
4Z5yQuZPf2AWodHLC0NLsj,Ice Skating,Purrple Cat,0.955,0.754,0.264,0.283,0.948,0.0317,85.992,-18.495,1,4,146526,4
61fwDkluUT2PuW7EgVh0FA,Disassociate,Purrple Cat,0.913,0.538,0.209,0.417,0.943,0.0403,82.988,-16.294,0,4,179285,4
0xdetMqAHwQwNg0MKgyYjx,Look on the Bright Side,Purrple Cat,0.811,0.768,0.359,0.694,0.915,0.0617,119.923,-11.085,1,7,162979,4
6KlvlbJteYXYVTwCIs4WA5,Walking to the Park at 3 A.M.,Purrple Cat,0.912,0.586,0.218,0.152,0.0884,0.0483,99.928,-17.082,1,0,201619,4
7lmDgW4HShEc16uffjJoaX,Swimming With Whales,Purrple Cat,0.839,0.651,0.385,0.536,0.912,0.0333,100.0,-12.784,1,0,200419,4
1T2Vv60lodjhHcHBUhtbDS,Artifact,Purrple Cat,0.689,0.662,0.367,0.0905,0.777,0.0311,129.954,-12.999,0,8,159010,4
7oEx5R5xAJP4tGi1cCtnro,Drifting,Purrple Cat,0.719,0.648,0.0983,0.0694,0.873,0.0438,92.021,-19.887,0,4,159470,4
11maJRlKnY4QcPcG2AQhxL,Going With the Flow,Purrple Cat,0.24,0.744,0.278,0.446,0.831,0.0612,82.01,-13.314,1,0,199215,4
454QvVhjjtMpJPDQyTwbYF,Desolate,Purrple Cat,0.79,0.663,0.272,0.19,0.9,0.0304,112.51,-15.108,0,9,133642,3
35rINSbvzmVWHiM1GRRwTH,Sundae Sunset,Purrple Cat,0.783,0.69,0.249,0.167,0.586,0.0438,129.954,-15.245,1,2,138702,3
6ShFgQ4pXZ8fEPKOppbHiN,Unknown,Purrple Cat,0.821,0.644,0.162,0.107,0.925,0.0393,90.009,-16.932,1,2,196021,4
4YUBm15FETlDJjQJjpKXpj,Zenith,Purrple Cat,0.763,0.724,0.242,0.384,0.858,0.0381,120.039,-16.752,0,9,163031,4
6X9baino4S1CJI6y7hxy0M,Riding My Bike to the End of the World,Purrple Cat,0.327,0.666,0.356,0.812,0.947,0.133,84.958,-13.631,1,0,113316,4
2CAbh6LZjlEdn1hiM3yOxC,After Hours,Purrple Cat,0.785,0.613,0.26,0.248,0.853,0.0322,129.943,-13.102,0,9,184894,4
6flrtAUgqzwJ2i8kyYIhKp,Lost Treasure,Purrple Cat,0.587,0.765,0.206,0.244,0.913,0.0338,110.027,-14.666,1,8,174830,4
17r8Es5Ep8WPXWI5bTe5nU,Lighthouse,Purrple Cat,0.63,0.605,0.445,0.544,0.906,0.0287,126.061,-16.474,1,3,145308,4
18yTLVCtBq8EvPVX0D4WPK,Dancing Dandelions,Purrple Cat,0.909,0.732,0.253,0.167,0.944,0.034,118.019,-11.051,1,2,135773,4
4HvV0ub2kCFfxAlN1JH37O,I'm Lost but That's Ok,Purrple Cat,0.152,0.812,0.36,0.475,0.439,0.0617,140.135,-15.502,1,0,158576,4
1LZlgYQQUUvnwmhZ6Hbgkm,Remembering All the Good Times,Purrple Cat,0.888,0.692,0.202,0.397,0.876,0.0389,119.999,-12.692,0,9,194490,4
5K1rjUqWKpsURGj1lOIYc6,Turbulence,Purrple Cat,0.964,0.631,0.185,0.0618,0.894,0.0372,110.003,-17.478,0,11,201284,4
3KMDr21JWjgNfHbdBMPez5,It Was Just a Dream,Purrple Cat,0.741,0.7,0.169,0.24,0.853,0.0569,120.003,-11.246,0,9,148021,4
4u1W8cBEtiNeprE5ZhwuLr,Discovery,Purrple Cat,0.818,0.699,0.187,0.239,0.923,0.0384,130.014,-16.697,1,2,144019,4
00lBrEP57yd2k5YNzUzDQz,Learning to Love Myself,Purrple Cat,0.113,0.687,0.412,0.16,0.804,0.035,140.054,-14.276,1,5,233277,4
6qC4brk4OHwBLFq1w3CywD,Kaleidoscope,Purrple Cat,0.716,0.566,0.266,0.191,0.914,0.0342,133.983,-16.487,0,9,161427,4
1MawREGcEZu16I3FScFIpS,Somewhere New,Purrple Cat,0.389,0.76,0.366,0.413,0.835,0.0303,140.015,-14.279,0,2,123866,4
0lW7UUVA0f529kZM3P5Hww,What Lies Beyond,Purrple Cat,0.382,0.646,0.39,0.178,0.861,0.0295,154.018,-14.153,1,2,187273,3
4psoN4kapTx0cq5EPUjjL8,Snow Angels,Purrple Cat,0.954,0.676,0.283,0.312,0.912,0.0271,142.01,-16.075,1,8,222469,3
54euRRLssO5Ic9EJRqi1Fz,Can't Sleep,Purrple Cat,0.832,0.64,0.154,0.0882,0.84,0.03,99.969,-16.793,0,7,172817,3
2W67RSzFN3mBpkc87qCstl,Storm Clouds,Purrple Cat,0.697,0.824,0.134,0.143,0.887,0.0438,100.006,-15.419,0,9,156312,4
423VqmjvQalPI1LAmNWpEr,Freezing Winds,Purrple Cat,0.86,0.647,0.4,0.248,0.894,0.0529,148.007,-14.712,0,2,159738,4
3FFVUBY4nc5qpAwcwZQJrO,Taking a Bath and Jumping Into Bed,Purrple Cat,0.859,0.609,0.28,0.637,0.468,0.0978,78.969,-18.049,1,5,153054,4
0kXlL14dRAMulaI1SOapFG,Wishing Well,Purrple Cat,0.963,0.704,0.189,0.303,0.886,0.135,123.993,-18.743,1,1,116571,3
3BLmkwp4GmUmW1zgcNZ5yK,Out of the Blue,Purrple Cat,0.314,0.641,0.239,0.066,0.871,0.0262,89.991,-13.689,1,0,197549,4
28cXE0VifdhEXyyvMaJpsI,Wanderlust,Purrple Cat,0.771,0.722,0.246,0.475,0.892,0.0384,120.003,-14.918,1,5,184312,4
2EA1Xvdp2k5F2EZesjEe3x,Caramellow,Purrple Cat,0.898,0.675,0.176,0.0521,0.93,0.0332,134.001,-16.129,0,4,146875,4
6lOOt4CQWqj8qVNLx2kgFm,Cat Nap,Purrple Cat,0.749,0.583,0.298,0.287,0.926,0.029,80.004,-15.123,1,5,193617,1
5eQZmZQyW8iqe1SJ8rljQF,Torn,Purrple Cat,0.844,0.679,0.286,0.186,0.873,0.0284,107.995,-13.88,0,7,209225,4
3hYFFTYwI6roS3wmIQs9pi,Getting a Haircut,Purrple Cat,0.791,0.562,0.27,0.685,0.734,0.143,73.038,-16.062,1,8,210437,4
3utaBd0Q6FyWGILUiTC6jQ,Forgotten Places,Purrple Cat,0.804,0.54,0.257,0.324,0.946,0.039,176.004,-17.647,1,8,158402,4
7cQhr93SLIszYVcWIvgePU,Waiting for the Sun,Purrple Cat,0.372,0.776,0.176,0.127,0.906,0.0684,108.009,-13.69,1,8,190289,4
5VsW2eeJqbieiNnlLjDMko,Ghost Planet,Purrple Cat,0.793,0.803,0.263,0.161,0.923,0.0349,116.023,-15.742,1,6,189321,4
00Sm4Pd7sArS90vvn5ClLB,Rift in Time,Purrple Cat,0.921,0.616,0.21,0.291,0.884,0.0288,90.016,-14.429,1,4,216215,4
5Jf5aI4InprAUF7to7SP7U,I Miss You,Purrple Cat,0.82,0.649,0.257,0.0827,0.791,0.131,95.948,-17.048,1,5,146413,4
46h4RDZ9UOcMttgzvjNKa9,Fragments,Purrple Cat,0.328,0.643,0.275,0.169,0.924,0.0307,127.996,-16.862,0,5,152637,4
7dzWtFrUqIybvN10GynaE9,Leviathan,Purrple Cat,0.374,0.628,0.333,0.184,0.888,0.028,79.994,-14.033,0,2,195758,4
0M1Y24eVp2d5arwL2mXZtR,Aether,Purrple Cat,0.666,0.651,0.253,0.33,0.946,0.027,94.98,-14.448,0,11,140467,4
0E4InYTesF81FN1RpfipQZ,Lunar Eclipse,Purrple Cat,0.892,0.626,0.167,0.0881,0.914,0.028,100.037,-15.74,1,0,192306,4
7kqa3QhFViTHOrNWvDThgz,Planetary Alignment,Purrple Cat,0.662,0.628,0.381,0.415,0.871,0.0255,159.056,-12.192,0,2,181486,3
6em8KpIS9TmhfRvnZKeZfP,Time to Think,Purrple Cat,0.36,0.782,0.231,0.0689,0.916,0.0396,109.977,-17.053,0,2,179469,4
3O5TkQ8MfPAVFjZXtYo9J3,Epiphany,Purrple Cat,0.698,0.725,0.299,0.224,0.876,0.0376,116.025,-19.005,1,0,129375,4
5pli5ZImV2LblRG88tho5r,Night Owls,Purrple Cat,0.886,0.701,0.213,0.0369,0.945,0.0346,112.02,-13.704,0,9,160513,4
5SOjhZjR33Ir0OjetxP16O,Missing You,Purrple Cat,0.747,0.822,0.266,0.0767,0.935,0.0554,120.015,-12.643,1,8,227510,4
5L7gGlHosF7EsXhPJk9I8W,The Last Day I Saw You,Purrple Cat,0.0657,0.72,0.697,0.414,0.915,0.0395,124.968,-14.696,1,5,176645,4
1Go3vDiMMygjx2MwmskCUL,Wild Strawberry,Purrple Cat,0.919,0.635,0.197,0.0634,0.922,0.0449,119.996,-13.473,0,6,160531,4
2UoHDFeoFo4SD8bUWpRjgX,Labyrinth,Purrple Cat,0.183,0.7,0.317,0.344,0.879,0.0316,122.0,-13.784,0,11,243002,4
6fhxFW1p9hEfAUEYnEEM5T,Now or Never,Purrple Cat,0.0601,0.676,0.495,0.23,0.943,0.0322,122.01,-12.92,0,9,196742,4
3kr8HrESGNdZQUTz7g8wAB,Turtle Sandbox,Purrple Cat,0.922,0.648,0.219,0.389,0.942,0.0612,106.649,-17.554,1,7,163769,4
3dXsjsn7W4uWVESYFSIrox,Where the Waves Take Us,Purrple Cat,0.711,0.647,0.173,0.0505,0.887,0.0306,89.992,-16.016,1,3,197340,4
0zCFH1phJrfsIJA6NBv3Y0,Trying Something New,Purrple Cat,0.789,0.664,0.54,0.364,0.939,0.0273,108.002,-12.367,1,0,170006,3
42CGpayZ2OL6vNNhM6VDrJ,Pelagic Journey,Purrple Cat,0.706,0.732,0.517,0.0634,0.742,0.0522,99.993,-10.911,1,9,160446,4
6VzS7oalggNsu5BLehYqte,Solitude,Purrple Cat,0.887,0.687,0.0524,0.382,0.924,0.0333,130.005,-19.543,0,9,149779,4
0ujT4K7PNyhlFjcAtYib4n,Cold & Rainy,Purrple Cat,0.794,0.507,0.41,0.0712,0.891,0.0401,180.094,-15.72,0,9,163340,3
7JtKDBS4maj80mW1HuFssc,Meteorites,Purrple Cat,0.878,0.695,0.323,0.0922,0.911,0.0328,125.981,-13.725,1,8,183155,4
5vBC77apXnr9tdXGFezf5y,Manifestations of the Heart,Purrple Cat,0.938,0.318,0.271,0.222,0.925,0.117,160.048,-17.079,1,0,171758,4
6BWZoXGJ0L7wrsFsJ3ZH0q,Lost and Found,Purrple Cat,0.577,0.661,0.175,0.115,0.905,0.0357,134.07,-18.515,0,1,158778,4
5TRhqzfZqcZynYbf3AzIRo,Lurking in the Shadows,Purrple Cat,0.245,0.705,0.343,0.0391,0.828,0.0305,118.035,-12.593,0,0,215593,4
3wONqvluxufHxeARXBuxEE,Chugging Along,Purrple Cat,0.453,0.528,0.402,0.307,0.862,0.0447,84.034,-14.843,0,10,140060,4
1LSoE2rOVMehBQx9b298aJ,Stale Cookies Still Taste Pretty Good,Purrple Cat,0.707,0.612,0.148,0.63,0.889,0.213,167.944,-19.085,1,0,186897,4
1w7IfXgbG5nBHhoI1bGaGM,Wait What,Purrple Cat,0.426,0.768,0.253,0.402,0.899,0.0617,89.965,-13.493,0,6,166674,4
3PulDDVrZjFbJxoDeLcHlJ,Anomaly,Purrple Cat,0.71,0.585,0.241,0.0673,0.92,0.0279,105.993,-18.841,0,11,185979,4
0wVnSj13wgaw5odseimo6e,Equinox,Purrple Cat,0.504,0.584,0.2,0.0374,0.917,0.034,129.933,-15.871,1,1,139558,4
08EWt9bN3OHAB6JiTAxNBa,Loading Screen,Purrple Cat,0.886,0.523,0.336,0.238,0.972,0.0584,110.014,-12.669,1,5,165157,3
2p8GnlYnmAZ9sT5XAZQPNW,Flickering Light in the Dark,Purrple Cat,0.783,0.72,0.4,0.145,0.897,0.0643,111.042,-14.489,1,0,142297,4
6y0lKMH2SXLe8ZHSLHQzpB,S'mores,Purrple Cat,0.964,0.593,0.118,0.0575,0.919,0.0321,100.012,-22.462,1,9,194556,4
7IfpAPlRlICRO4N4yyzwVK,Coffee Jelly,Purrple Cat,0.468,0.787,0.386,0.708,0.934,0.048,135.067,-11.92,1,2,128896,3
5O9T8MfpYH9jdwyP1KfAOf,Around The Campfire,Purrple Cat,0.682,0.772,0.261,0.168,0.91,0.0435,111.995,-17.741,1,7,219129,4
6Etu5izjHYfkcvJqbKFe7m,Vibin',Purrple Cat,0.34,0.779,0.268,0.774,0.856,0.0449,120.03,-14.49,0,11,112052,4
4LAeYT3HePNPYjJkMI5lUx,Windy,Purrple Cat,0.741,0.499,0.283,0.517,0.965,0.0515,142.025,-14.072,0,4,155502,4
2290AAtr2ozgv9s5r3BVbM,Purr Box,Purrple Cat,0.892,0.73,0.436,0.23,0.872,0.0388,119.997,-11.421,1,1,172016,3
6j0TOBjh2UTUimBbEMzi8j,Beach Bonfire,Purrple Cat,0.923,0.751,0.429,0.834,0.924,0.0427,160.005,-10.584,1,5,182710,4
6ivFsWdbdi5PiddqYKwyJB,Morning Dew,Purrple Cat,0.601,0.743,0.317,0.0858,0.892,0.0307,123.973,-13.611,1,3,164808,4
2JzVcIcbBT4USzxjG5AizM,Strawberry Lemonade,Purrple Cat,0.604,0.483,0.431,0.091,0.908,0.163,100.794,-13.817,1,0,156311,3
0yMZixlwAZP2fR9OWb7mEZ,Nevermore,Purrple Cat,0.748,0.681,0.493,0.105,0.86,0.0315,93.002,-11.12,0,4,158064,4
3kF2ubApLhqNAPO25OyEmw,Lonely,Purrple Cat,0.438,0.652,0.161,0.105,0.908,0.0301,112.016,-16.97,1,8,175993,4
3KNQhKHSdCpTLT2tY99Xeb,Crescent Moon,Purrple Cat,0.847,0.677,0.113,0.0968,0.957,0.031,110.011,-19.286,0,9,142920,4
1ifBGCfgCn7V4ai7gJoIg2,I Thought We'd Be Friends Forever,Purrple Cat,0.22,0.485,0.356,0.0389,0.88,0.0994,219.923,-16.278,0,2,139097,4
4IsDiWB5HHzknu8kE9YyTl,Night Train,Purrple Cat,0.756,0.746,0.242,0.0699,0.906,0.0315,124.043,-15.074,0,4,183196,3
30L8rIkantVoQtKDsp1NZn,Let's Go Shopping,Purrple Cat,0.735,0.725,0.694,0.818,0.818,0.0315,119.967,-13.94,1,0,116182,4
30sBAbcBciVMJDK5c1CCSh,Mono no aware,Lo-Fi Tigers,0.886,0.766,0.325,0.142,0.884,0.0375,115.028,-16.641,0,4,102283,4
026Od2GbubLrMxW7paxCFb,Edge of the Universe,Purrple Cat,0.907,0.635,0.212,0.0966,0.869,0.0294,85.015,-17.385,0,7,180765,4
2BcFTnO5iJHpmlYKH3WxEY,Magical Moments,Purrple Cat,0.238,0.75,0.381,0.49,0.873,0.0387,152.08,-11.459,0,0,151859,4
5IgEzW8lN28EpRnv0gCfoq,My Cookie Fell Apart,Purrple Cat,0.765,0.556,0.0954,0.343,0.84,0.0633,129.84,-10.922,1,0,122312,5
2eYziVe9lGVtz5U6dj6Gst,A Place to Hide,Purrple Cat,0.788,0.72,0.118,0.197,0.847,0.0684,113.982,-16.062,1,0,175274,4
1Qd0XQgXg11YV9myZv5m71,I Have Too Many Feelings,Purrple Cat,0.478,0.539,0.37,0.122,0.384,0.0454,102.086,-15.993,0,10,195012,4
3kULG76xmfjJssNuLDMKgY,Celestial Sands,Purrple Cat,0.419,0.684,0.289,0.0481,0.895,0.0274,104.046,-13.335,1,0,172248,1
0pP0p7X4SXzdkjugDOPt4s,Sleepy Eyes,Purrple Cat,0.87,0.566,0.27,0.112,0.92,0.0413,80.02,-16.408,1,1,166999,4
2gf0CXHoox28BbSURZGJpT,Defunct,Purrple Cat,0.109,0.666,0.45,0.0464,0.857,0.0275,107.027,-14.237,1,5,131355,3
6LiaRnA1PnpW7FlzaPYwfU,Time Stands Still,Purrple Cat,0.892,0.726,0.125,0.0491,0.962,0.0324,112.0,-16.177,1,8,205993,4
4AgAJqBiAny0EeMXG7vp14,Dance of the Cacti,Purrple Cat,0.658,0.7,0.254,0.0661,0.916,0.0323,117.976,-14.533,0,0,153618,3
