acousticness,tempo,loudness,mode,key,energy,valence,instrumentalness,time_signature
-1.3411283284487547,0.32470842262779553,-0.2945864274913826,0.9694796080282007,-0.5733903749920288,0.3311377623274749,-0.11458706444680761,0.4944731601709109,0.36965247131220275
0.5364987508103526,-0.780157732282085,-1.4684145508970183,0.9694796080282007,-1.3865205339354518,-1.1708445567178896,-0.5496789749403971,-0.008137803975524615,0.36965247131220275
0.3330120722699565,-1.5882712792861637,-0.9292441605018458,-1.0314812108672133,-0.8444337613065032,-0.16330362220298664,0.0519295926556772,0.723925991629065,-1.6492187181621332
-0.5826779811618247,-0.3852894448454343,0.2605725412021646,-1.0314812108672133,1.052869942894817,-1.208160887625849,-0.18978813539631695,0.4179888830181925,0.36965247131220275
1.0914624195568867,-0.06909510462101973,-0.6250170456577825,-1.0314812108672133,0.7818265565803427,0.5736939132292109,-0.8182542283315015,-0.10647473174330548,0.36965247131220275
-0.5873026784013791,0.08813448311591457,-1.0824680358612644,0.9694796080282007,-1.3865205339354518,-0.08867096038706783,-0.7484246624498144,0.2759466540202868,0.36965247131220275
1.0683389333591145,-0.06933171799609412,0.29965573259818995,-1.0314812108672133,1.052869942894817,-1.5066915348895238,-0.5872795104151516,0.4726205095558485,0.36965247131220275
-0.550305100484944,0.08679367399049277,0.1522055105131843,0.9694796080282007,-1.3865205339354518,-0.46183426946666156,-0.7699106827211027,0.42891520832572366,0.36965247131220275
-1.4891186401144973,2.054155016609051,0.6429660388382802,-1.0314812108672133,-0.3023469886775545,1.254716952299469,1.5022359609676417,0.26502032871275555,0.36965247131220275
-2.108828070214794,-1.569026724780113,-0.27993023071787315,0.9694796080282007,1.5949567155237656,0.16321427324165758,-1.0905895352700814,0.3852099070955988,0.36965247131220275
0.7307360348716392,0.44407987035282764,2.084602848741683,0.9694796080282007,-0.03130360236308021,2.8966355122496807,3.7152960489103424,-0.22666431012614877,0.36965247131220275
-0.18957871579969643,0.009184486966092111,-0.44869855720071106,-1.0314812108672133,-1.3865205339354518,0.200530604149617,-0.8907695467470996,0.6146627385537542,0.36965247131220275
0.3653849529468377,-0.3053141240702896,-1.1846172861008772,0.9694796080282007,0.7818265565803427,-0.7417067512763568,-1.0100169592527501,0.341504605865474,0.36965247131220275
-0.5456804032453895,0.32360422687744866,1.2176666032298396,-1.0314812108672133,0.7818265565803427,1.1241097941216116,-1.1314129737855294,-0.3031485872788672,0.36965247131220275
-0.1525811378832608,-1.175302068656322,1.4130825602099688,-1.0314812108672133,0.23973978395139411,0.09791069415272864,-0.05012900363294261,-0.008137803975524615,0.36965247131220275
-1.7758498689668734,-1.174671099656124,1.0973081388170791,0.9694796080282007,-1.3865205339354518,0.8722245604928857,0.6427951501161071,0.6692943650914103,0.36965247131220275
-0.09708477100860732,-1.4894063240675794,-0.18755177832726683,-1.0314812108672133,0.5107831702658684,0.6856429059530886,-0.2811037215492924,0.3087256299428804,0.36965247131220275
-1.5954866766242495,2.217694294347969,1.3051596566959431,-1.0314812108672133,1.052869942894817,0.23784693505757637,-0.20590265059978322,-0.08462208112824307,0.36965247131220275
0.31913798055129317,1.5878689254624456,-0.005903763770737885,0.9694796080282007,-1.3865205339354518,-0.30323986310783435,0.7072532109299722,0.3852099070955988,-1.6492187181621332
0.21276994404154068,-0.3843824269076493,-0.26438577959445375,-1.0314812108672133,-1.1154771476209775,-0.5737832621905398,-0.34556178236315754,-2.9254666610863547,0.36965247131220275
0.9064745299747085,0.7983689639642189,-0.2968070633661571,-1.0314812108672133,1.052869942894817,-1.1708445567178896,-0.1414445897859181,0.09019912379225625,0.36965247131220275
-0.27744796335123106,-1.765731310591959,1.058224947421053,-1.0314812108672133,-1.3865205339354518,0.38711225868941396,-0.3885338229057343,0.2759466540202868,0.36965247131220275
1.0359660526822332,-0.30716759550837225,0.028294028700784603,-1.0314812108672133,1.052869942894817,-0.26592353219987497,-0.5496789749403971,0.09019912379225625,0.36965247131220275
1.054464841640451,-1.5310108425181606,-1.6713806698513793,-1.0314812108672133,-0.03130360236308021,-0.974933819451103,2.227389145123624,-0.2812959366638048,0.36965247131220275
1.072963630598669,2.3761858200853005,-1.7508794341682963,0.9694796080282007,0.5107831702658684,-0.5924414276445195,1.8460122853082552,-0.9805807563458008,0.36965247131220275
